0,1305.4060412928109,0,6,2,5,9,3,7,24,13,21,17,1,12,16,18,15,23,8,14,25,10,29,20,26,30,27,19,22,4,11,28,0
0,1549.206031410773,0,20,22,28,12,6,3,23,30,1,29,19,9,8,2,11,25,15,5,10,24,7,21,18,16,27,26,14,4,13,17,0
0,1296.1983034906689,0,4,3,6,28,2,14,13,17,21,16,26,25,20,5,29,10,24,12,7,23,18,22,11,8,1,27,9,15,30,19,0
0,1481.2988586091094,0,19,17,25,5,16,12,6,20,14,27,29,26,30,1,22,4,15,10,9,7,11,21,13,18,28,3,24,2,8,23,0
0,1546.4610118327857,0,5,6,17,4,2,1,26,9,10,8,22,28,24,20,18,11,29,12,19,23,21,16,30,15,25,7,14,27,13,3,0
0,1691.267748194682,0,16,27,11,17,5,23,8,29,2,12,13,1,20,28,26,6,14,25,4,10,9,22,3,15,24,18,30,7,19,21,0
0,1441.5808492556469,0,6,2,3,5,10,18,7,8,22,4,11,17,13,21,26,16,15,9,19,20,14,1,23,24,30,12,27,28,29,25,0
0,1453.7450807149635,0,12,18,29,22,11,26,23,13,1,14,27,10,15,4,16,19,21,24,25,30,17,28,2,7,9,8,3,6,5,20,0
0,1613.949122408581,0,7,2,3,4,5,6,17,8,9,10,11,12,13,14,15,16,20,18,19,1,21,22,23,24,30,26,27,28,29,25,0
0,1659.046411935976,0,15,2,23,21,5,16,14,1,3,29,4,18,17,10,22,8,24,9,25,19,27,20,30,13,6,11,28,7,26,12,0
0,1495.549582566665,0,3,1,19,6,25,27,24,20,10,30,13,12,26,21,4,2,15,18,22,11,23,14,16,7,28,17,5,29,8,9,0
0,1391.7951660528279,0,30,26,17,7,8,27,4,18,23,14,6,11,28,1,21,3,29,24,25,19,13,2,22,9,15,5,20,10,12,16,0
0,1528.5080056761421,0,24,16,18,20,17,21,9,25,15,28,8,13,30,6,2,7,12,11,10,29,23,14,27,5,26,3,22,4,19,1,0
0,1599.6187888593727,0,7,27,18,8,17,28,20,26,21,12,30,29,14,10,25,6,24,5,2,4,3,16,11,1,19,23,13,22,9,15,0
0,1572.7854327847344,0,19,1,6,13,3,27,20,15,8,11,4,16,25,10,5,24,28,7,30,21,14,22,23,9,17,18,12,26,2,29,0
0,1587.5424554551635,0,17,1,12,24,7,18,4,19,6,3,23,10,16,11,25,13,21,2,28,14,20,27,8,5,15,29,9,26,30,22,0
0,1553.2468589931555,0,10,12,14,20,26,27,4,28,22,18,24,29,6,21,19,16,2,11,3,8,25,23,15,1,30,13,7,17,9,5,0
0,1529.1303523691734,0,9,8,3,5,24,6,13,19,14,22,18,11,10,1,21,17,4,28,26,16,29,27,30,12,25,7,20,15,23,2,0
0,1425.5942245134377,0,6,13,22,24,20,27,5,25,10,2,3,8,16,19,11,28,30,26,1,18,4,9,23,12,21,7,14,15,29,17,0
0,1336.7726957609855,0,25,12,1,24,5,16,7,30,26,17,2,13,19,3,21,6,22,4,11,20,15,18,23,27,28,8,10,9,29,14,0
0,1483.1435034892884,0,17,21,18,9,15,23,24,20,22,8,29,25,5,2,27,30,4,28,14,26,7,13,6,3,16,19,11,12,1,10,0
0,1321.6879222964155,0,14,28,23,3,8,24,29,5,18,13,21,17,12,19,22,15,20,25,30,9,10,27,4,11,2,16,26,6,7,1,0
0,1534.9588233106424,0,1,30,22,20,5,6,3,9,15,8,12,24,28,19,2,16,17,18,4,21,14,26,27,7,13,23,10,25,29,11,0
0,1593.747421859411,0,27,6,21,17,19,16,1,23,14,2,12,5,18,30,9,20,24,26,8,11,13,22,10,29,15,4,25,28,7,3,0
0,1581.9625009679946,0,16,14,10,20,5,7,23,17,3,27,18,12,30,9,25,1,21,13,15,28,29,22,4,11,6,26,19,24,2,8,0
0,1514.366888159842,0,14,23,6,12,13,18,30,16,26,24,15,28,10,8,21,11,9,20,5,3,2,19,1,7,27,17,22,4,25,29,0
0,1501.1046323915782,0,24,16,12,13,4,23,1,11,6,8,18,14,29,25,22,15,5,27,26,21,9,7,10,28,3,30,20,2,19,17,0
0,1357.91828764562,0,10,20,11,3,26,12,19,16,30,1,5,25,29,21,17,23,24,27,8,4,6,28,14,22,15,18,9,2,7,13,0
0,1611.0820455739085,0,26,28,27,12,11,4,5,2,10,29,15,25,21,14,3,9,23,18,8,20,1,16,7,6,30,19,22,13,17,24,0
0,1540.2528252893323,0,27,21,17,20,5,6,7,10,9,8,19,12,13,14,15,16,3,18,11,4,2,22,23,24,25,26,1,28,29,30,0
0,1581.9943966099104,0,24,2,3,16,26,12,29,23,9,14,28,19,21,1,4,15,11,18,7,20,25,5,8,17,22,27,10,30,6,13,0
0,1456.8193534384634,0,27,29,1,21,30,25,20,3,8,13,24,26,10,2,12,16,7,19,6,17,23,4,22,15,14,11,9,18,28,5,0
0,1535.6703831669138,0,23,2,6,20,22,28,8,3,19,10,30,25,15,11,13,14,29,18,7,1,26,21,17,27,4,9,16,12,5,24,0
0,1445.045880183692,0,26,16,3,18,14,24,28,9,30,27,23,1,17,2,5,22,11,4,19,15,10,29,21,13,12,7,8,6,25,20,0
0,1530.0967814672204,0,21,2,27,26,30,10,8,18,15,22,11,1,7,14,16,12,23,28,19,6,25,9,4,24,17,5,13,3,29,20,0
0,1517.8881702919446,0,22,12,23,14,18,11,16,24,1,17,8,9,25,5,27,15,10,29,19,21,26,20,30,3,2,7,13,28,6,4,0
0,1534.631168830895,0,11,25,15,9,8,26,19,21,28,22,1,3,23,20,24,6,27,5,10,13,12,16,18,7,30,2,17,4,29,14,0
0,1507.6639694366163,0,1,2,3,28,5,26,13,6,21,17,30,27,29,15,14,11,18,19,8,4,10,22,23,24,25,7,12,9,20,16,0
0,1509.197962787607,0,8,1,24,5,26,20,22,9,13,3,7,6,14,18,17,4,11,30,27,16,12,21,19,25,10,28,2,23,29,15,0
0,1454.0140091966284,0,1,2,17,26,25,10,11,18,27,21,6,24,20,14,5,29,4,16,15,9,30,12,7,23,13,19,22,8,28,3,0
0,1602.232431622348,0,30,11,21,19,6,16,7,29,8,4,5,20,28,3,27,1,10,13,25,2,15,22,18,9,23,26,24,14,12,17,0
1,1342.571430338308,0,14,16,8,30,29,1,7,25,5,26,9,15,10,17,22,13,6,11,18,28,3,23,20,2,12,4,19,21,27,24,0
1,1136.3929612768445,0,28,16,30,4,10,18,12,1,29,14,6,11,23,24,21,19,9,3,25,17,22,8,26,13,7,27,20,2,15,5,0
1,1294.9770994274834,0,21,22,11,24,7,10,29,3,23,13,5,27,28,15,20,2,18,14,17,19,1,6,9,4,8,26,12,16,25,30,0
1,1179.053090263864,0,29,17,15,22,28,3,23,1,24,16,10,9,14,12,25,27,18,7,26,5,8,13,30,6,11,21,19,20,4,2,0
1,1308.7174922629627,0,30,9,3,11,5,8,19,6,18,10,4,13,24,14,15,16,17,2,7,20,21,23,22,12,25,26,27,1,29,28,0
1,1295.5909541717751,0,15,14,3,17,8,28,7,27,9,12,20,2,1,16,13,5,26,10,19,24,6,29,21,4,22,18,11,23,25,30,0
1,1317.4617910430143,0,1,2,15,4,5,12,7,8,9,10,30,6,13,14,3,16,17,18,19,20,21,22,23,24,25,26,27,28,29,11,0
1,1151.2057463127223,0,11,19,14,1,23,24,3,28,10,25,17,12,16,22,2,15,8,13,4,27,26,7,18,21,30,20,9,5,29,6,0
1,1374.8862046853023,0,9,18,26,3,28,14,1,11,6,22,30,19,13,5,20,8,12,24,2,4,21,23,16,15,29,25,17,7,27,10,0
1,1309.3725773080394,0,18,21,8,11,24,2,7,9,16,17,25,12,20,3,15,26,23,1,13,27,4,14,19,6,30,5,10,28,29,22,0
1,1378.6768365906137,0,28,27,30,4,5,11,21,23,9,25,18,2,13,14,15,16,10,3,1,19,22,17,7,24,12,26,8,20,6,29,0
1,1293.1339086024977,0,18,2,11,23,24,6,20,16,14,29,21,13,12,10,15,28,5,30,19,4,25,1,26,7,8,27,22,3,9,17,0
1,1347.0606898933097,0,5,2,13,20,26,30,25,8,6,19,11,24,3,1,28,29,9,10,27,18,7,21,15,17,4,23,22,12,16,14,0
1,1456.2816875173369,0,18,1,29,15,22,19,23,12,20,14,7,4,10,25,6,28,17,2,5,11,21,13,30,8,24,16,27,26,3,9,0
1,1279.3301902550443,0,15,27,25,30,10,28,3,9,24,7,26,16,18,5,21,17,12,11,14,1,6,19,22,4,13,2,8,20,23,29,0
1,1288.69984147055,0,19,14,9,21,1,20,7,26,27,5,17,8,30,16,22,11,6,25,29,12,3,18,28,24,10,15,13,23,4,2,0
1,1332.2864760250513,0,24,18,1,25,3,15,23,21,14,30,22,27,29,19,6,28,12,4,10,8,16,9,20,7,2,13,5,17,26,11,0
1,1211.0903114479133,0,6,8,20,2,15,7,25,12,30,23,21,24,4,27,11,18,1,10,5,26,13,28,16,14,29,19,17,9,3,22,0
1,1371.7514320386613,0,1,19,5,27,30,16,3,8,15,18,11,9,21,23,20,2,24,7,17,26,12,22,25,13,10,6,4,14,28,29,0
1,1432.8429914816588,0,12,10,3,11,15,9,6,16,21,20,2,7,13,25,18,24,30,5,8,14,23,17,29,19,28,26,27,4,22,1,0
1,1410.8496113889155,0,14,2,5,16,11,6,13,9,26,8,4,28,29,27,3,1,21,22,18,20,15,19,17,24,23,25,12,7,30,10,0
1,1344.2514310238264,0,22,6,3,30,5,7,13,27,9,10,11,17,18,24,15,16,12,2,19,1,21,26,23,28,25,20,8,14,29,4,0
1,1223.3634726903613,0,22,15,10,12,18,9,26,7,4,21,24,1,11,2,20,25,23,28,8,27,17,16,3,5,29,14,19,6,30,13,0
1,1321.0557989898805,0,1,28,3,29,22,21,6,19,12,10,11,23,13,4,15,30,17,18,20,25,7,5,9,24,2,26,27,8,14,16,0
1,1314.6853446145728,0,15,13,2,28,22,6,8,4,9,3,5,12,18,1,11,16,29,19,20,25,30,26,7,17,24,23,27,21,14,10,0
1,1286.765937448153,0,19,21,12,13,5,25,26,10,4,22,6,24,23,8,15,28,16,17,7,14,3,20,2,9,11,18,30,27,29,1,0
1,1451.0641265172442,0,11,29,7,25,10,23,18,4,20,15,16,9,21,27,8,14,1,3,26,12,24,6,2,13,5,28,17,19,22,30,0
